gsm	tissue	experiment	Stem16	Stem15	Stem6
GSM1013123	lung	H3K27ac	-0.447995871305466	-0.0477348230779171	0.0313313491642475
GSM1013124	heart_right_ventricle	H3K27ac	-0.580750465393066	-0.194046586751938	-0.104468308389187
GSM1013125	thymus	H3K27ac	-0.477009624242783	-0.0296797435730696	0.0681532844901085
GSM1013126	adrenal_gland	H3K27ac	-0.574937224388123	-0.191181182861328	-0.0994955599308014
GSM1013127	esophagus	H3K27ac	-0.580289006233215	-0.181850075721741	-0.0844563767313957
GSM1013128	gastric	H3K27ac	-0.56646192073822	-0.153238981962204	-0.052539799362421
GSM1013129	pancreas	H3K27ac	-0.556215405464172	-0.158392533659935	-0.0660567879676819
GSM1013130	psoas_muscle	H3K27ac	-0.477044969797134	-0.0736478343605995	0.0144434673711658
GSM1013131	small_intestine	H3K27ac	-0.474925190210342	-0.0275130309164524	0.0817540138959885
GSM1013132	spleen	H3K27ac	-0.547246038913727	-0.182819783687592	-0.100331589579582
GSM1013133	bladder	H3K27ac	-0.259876668453217	0.196211948990822	0.27206739783287
GSM1013141	H1_derived_neuronal_progenitor_cultured_cells	H3K36me3	-0.547328174114227	-0.10982358455658	-0.00170512218028307
GSM1013142	thymus	H3K36me3	-0.490052253007889	-0.0419522076845169	0.0599307306110859
GSM1013143	ovary	H3K36me3	-0.456342786550522	0.000496736145578325	0.106560908257961
GSM1013144	heart_right_atrium	H3K36me3	-0.589065492153168	-0.20658415555954	-0.114568836987019
GSM1013145	heart_right_ventricle	H3K36me3	-0.536085546016693	-0.100397892296314	-0.00490776309743524
GSM1013146	H1_derived_neuronal_progenitor_cultured_cells	H3K4me1	-0.506713509559631	-0.0578961670398712	0.0510554164648056
GSM1013147	gastric	H3K4me1	-0.586605548858643	-0.197454631328583	-0.103575333952904
GSM1013148	ovary	H3K4me1	-0.459517449140549	0.00109520368278027	0.10684110969305
GSM1013149	pancreas	H3K4me1	-0.532388985157013	-0.0903118476271629	0.0226662922650576
GSM1013150	heart_aorta	H3K4me1	-0.466336995363235	-0.0125943217426538	0.0862578526139259
GSM1013151	H1_derived_neuronal_progenitor_cultured_cells	H3K4me3	-0.56415593624115	-0.143391147255898	-0.036938764154911
GSM1013158	H1_derived_neuronal_progenitor_cultured_cells	H3K9me3	-0.542123258113861	-0.107840783894062	0.00864454079419374
GSM1013159	gastric	H3K9me3	-0.499975889921188	-0.145904928445816	-0.0551000908017159
GSM1013160	small_intestine	H3K9me3	-0.0278932731598616	0.199456065893173	0.26928323507309
GSM1013161	thymus	H3K9me3	-0.311504423618317	0.135199278593063	0.237838819622993
GSM1013162	ovary	H3K9me3	-0.252685636281967	0.188932657241821	0.298035144805908
GSM1013163	pancreas	H3K9me3	-0.507190465927124	-0.0977929458022118	0.0240421257913113
GSM1013164	gastric	ChIP-Seq_input	0.1597950309515	0.559702157974243	0.607586979866028
GSM1013165	lung	ChIP-Seq_input	-0.310116112232208	0.157110273838043	0.251575171947479
GSM1013166	psoas_muscle	ChIP-Seq_input	-0.0443449802696705	0.399494886398315	0.463368505239487
GSM1013167	heart_right_ventricle	ChIP-Seq_input	-0.293497651815414	0.16401132941246	0.251665472984314
GSM1013168	adrenal_gland	ChIP-Seq_input	-0.181703150272369	0.265750616788864	0.357546776533127
GSM1013169	heart_aorta	ChIP-Seq_input	-0.468993335962296	-0.0294024143368006	0.0800114572048187
GSM1013170	gastric	ChIP-Seq_input	-0.345351338386536	0.109967663884163	0.209108918905258
GSM1013171	ovary	ChIP-Seq_input	-0.0677522718906403	0.386553317308426	0.468316912651062
GSM1013172	pancreas	ChIP-Seq_input	-0.015826728194952	0.404915183782578	0.482997387647629
GSM1013173	psoas_muscle	ChIP-Seq_input	-0.585488796234131	-0.191737160086632	-0.0861028432846069
GSM1013174	spleen	ChIP-Seq_input	-0.026651268824935	0.402191966772079	0.475724071264267
GSM1024605	muscle_fetal	DNase_hypersensitivity	-0.177844598889351	0.215304002165794	0.262063920497894
GSM1024606	stomach_fetal	DNase_hypersensitivity	-0.165771290659904	0.274777859449387	0.339547097682953
GSM1024607	kidney_fetal	DNase_hypersensitivity	-0.204779848456383	0.228973835706711	0.291571885347366
GSM1024608	kidney_fetal	DNase_hypersensitivity	-0.279620975255966	0.144944414496422	0.207560688257217
GSM1024609	breast_vHMEC	Digital_genomic_footprinting	-0.0662410706281662	0.367376536130905	0.445011705160141
GSM1024610	penis_foreskin_melanocyte_primary_cells	Digital_genomic_footprinting	-0.238530993461609	0.225768640637398	0.302104473114014
GSM1027287	CD19_primary_cells	H3K27ac	0.15135632455349	0.495590537786484	0.523864924907684
GSM1027288	CD56_primary_cells	H3K27ac	-0.0941634103655815	0.320174992084503	0.379312694072723
GSM1027289	thymus_fetal	H3K27ac	0.238298535346985	0.575090646743774	0.60980224609375
GSM1027290	CD19_primary_cells	H3K27me3	-0.0757167339324951	0.282189309597015	0.354732930660248
GSM1027291	CD56_primary_cells	H3K27me3	-0.0775026008486748	0.297256320714951	0.373158693313599
GSM1027292	thymus_fetal	H3K27me3	0.177463009953499	0.523886203765869	0.568491458892822
GSM1027293	CD19_primary_cells	H3K36me3	-0.279309123754501	0.101670078933239	0.164387971162796
GSM1027294	CD56_primary_cells	H3K36me3	-0.165708854794502	0.23979677259922	0.298802137374878
GSM1027295	thymus_fetal	H3K36me3	-0.188356533646584	0.212253555655479	0.272336155176163
GSM1027296	CD19_primary_cells	H3K4me1	-0.40119269490242	0.0286726467311382	0.116258874535561
GSM1027297	CD56_primary_cells	H3K4me1	-0.571050643920898	-0.180304199457169	-0.0864985883235931
GSM1027298	thymus_fetal	H3K4me1	-0.477851063013077	-0.0524450540542603	0.0399514138698578
GSM1027299	thymus_fetal	H3K4me3	0.288826376199722	0.591587066650391	0.617383897304535
GSM1027300	CD19_primary_cells	H3K4me3	0.191664889454842	0.538233697414398	0.569900453090668
GSM1027301	CD56_primary_cells	H3K4me3	0.336509674787521	0.616205930709839	0.620100498199463
GSM1027303	thymus_fetal	H3K9me3	-0.382839679718018	0.02461220882833	0.118421480059624
GSM1027304	CD19_primary_cells	ChIP-Seq_input	0.372406482696533	0.662785708904266	0.67847615480423
GSM1027305	CD56_primary_cells	ChIP-Seq_input	-0.148226365447044	0.299629747867584	0.385834455490112
GSM1027306	ovary_fetal	DNase_hypersensitivity	-0.399978190660477	0.0476480983197689	0.124626435339451
GSM1027307	penis_foreskin_melanocyte_primary_cells	DNase_hypersensitivity	-0.322554111480713	0.125903308391571	0.201112553477287
GSM1027308	spinal_cord_fetal	DNase_hypersensitivity	-0.0615326724946499	0.326999723911285	0.36426717042923
GSM1027309	muscle_fetal	DNase_hypersensitivity	-0.223373576998711	0.19613841176033	0.263718515634537
GSM1027310	adrenal_gland_fetal	DNase_hypersensitivity	-0.182894617319107	0.249108076095581	0.317407101392746
GSM1027311	adrenal_gland_fetal	DNase_hypersensitivity	-0.000144723599078134	0.393170386552811	0.434949904680252
GSM1027312	penis_foreskin_melanocyte_primary_cells	DNase_hypersensitivity	-0.160467445850372	0.274738132953644	0.335008293390274
GSM1027313	thymus_fetal	DNase_hypersensitivity	-0.117452025413513	0.284330576658249	0.337612092494965
GSM1027314	kidney_renal_cortex_fetal	DNase_hypersensitivity	-0.380541563034058	0.0500804781913757	0.125198677182198
GSM1027315	kidney_renal_pelvis_fetal	DNase_hypersensitivity	-0.36423671245575	0.0751272737979889	0.150869607925415
GSM1027316	kidney_renal_cortex_fetal	DNase_hypersensitivity	-0.409435421228409	0.0265413783490658	0.102460794150829
GSM1027317	kidney_renal_pelvis_fetal	DNase_hypersensitivity	-0.446225255727768	-0.0118152182549238	0.0688415318727493
GSM1027318	stomach_fetal	DNase_hypersensitivity	-0.171701177954674	0.2726871073246	0.339272230863571
GSM1027319	testes_fetal	DNase_hypersensitivity	-0.242794901132584	0.191444709897041	0.249461859464645
GSM1027320	gastric	DNase_hypersensitivity	-0.277310222387314	0.169614627957344	0.241147369146347
GSM1027321	psoas_muscle	DNase_hypersensitivity	-0.417497485876083	0.011870002374053	0.0864577442407608
GSM1027322	heart	DNase_hypersensitivity	-0.304908454418182	0.121016845107079	0.186080873012543
GSM1027323	kidney_renal_cortex_fetal	DNase_hypersensitivity	-0.209172755479813	0.243856161832809	0.311018079519272
GSM1027324	kidney_renal_pelvis_fetal	DNase_hypersensitivity	-0.295151621103287	0.149142801761627	0.217785984277725
GSM1027325	gastric	DNase_hypersensitivity	0.00997645314782858	0.403653353452682	0.442345649003983
GSM1027326	pancreas	DNase_hypersensitivity	0.0229345094412565	0.406302928924561	0.438407808542252
GSM1027327	small_intestine	DNase_hypersensitivity	-0.250373989343643	0.174890473484993	0.236951544880867
GSM1027328	brain_fetal	DNase_hypersensitivity	-0.264950394630432	0.160030335187912	0.220369666814804
GSM1027329	kidney_fetal	DNase_hypersensitivity	-0.303233504295349	0.120528481900692	0.178452953696251
GSM1027330	muscle_fetal	DNase_hypersensitivity	-0.310739636421204	0.118868470191956	0.182377859950066
GSM1027331	stomach_fetal	DNase_hypersensitivity	-0.208910152316093	0.226515963673592	0.282435119152069
GSM1027332	placenta	DNase_hypersensitivity	-0.359506040811539	0.0634089335799217	0.138904273509979
GSM1027333	muscle_fetal	DNase_hypersensitivity	-0.276558756828308	0.134315386414528	0.191090255975723
GSM1027334	ovary	DNase_hypersensitivity	-0.222270458936691	0.204418793320656	0.267757803201675
GSM1027335	pancreas	DNase_hypersensitivity	-0.157291293144226	0.28665554523468	0.36168161034584
GSM1027336	kidney_fetal	DNase_hypersensitivity	-0.155138269066811	0.261506170034409	0.318185657262802
GSM1027337	kidney_fetal	DNase_hypersensitivity	-0.32212695479393	0.0971241444349289	0.162745505571365
GSM1027338	kidney_fetal	DNase_hypersensitivity	-0.21861843764782	0.208886846899986	0.267225563526154
GSM1027339	spinal_cord_fetal	DNase_hypersensitivity	-0.069659061729908	0.308024734258652	0.349411606788635
GSM1027340	kidney_fetal	DNase_hypersensitivity	-0.136459052562714	0.255664616823196	0.294484823942184
GSM1027341	muscle_fetal	DNase_hypersensitivity	-0.163682073354721	0.227484658360481	0.271295130252838
GSM1027342	kidney_fetal	DNase_hypersensitivity	-0.389848440885544	0.04251329600811	0.110909126698971
GSM1027343	placenta	DNase_hypersensitivity	-0.330928981304169	0.109656065702438	0.183138608932495
GSM1027344	lung_fetal	DNase_hypersensitivity	-0.218695685267448	0.189085125923157	0.240604445338249
GSM1027345	lung_fetal	DNase_hypersensitivity	-0.177555650472641	0.215483620762825	0.261041969060898
GSM1027346	kidney_fetal	DNase_hypersensitivity	-0.340817421674728	0.0868404358625412	0.150937557220459
GSM1027347	kidney_fetal	DNase_hypersensitivity	-0.263776212930679	0.162529975175858	0.220873013138771
GSM1027348	small_intestine_fetal	Digital_genomic_footprinting	0.105852954089642	0.51992130279541	0.571283400058746
GSM1027349	muscle_fetal	Digital_genomic_footprinting	-0.303204655647278	0.144583716988564	0.216925397515297
GSM1027350	penis_foreskin_keratinocyte_primary_cells	Digital_genomic_footprinting	0.134734228253365	0.516723692417145	0.558619499206543
GSM1027351	thymus_fetal	Digital_genomic_footprinting	0.143870368599892	0.52184647321701	0.578760743141174
GSM1036258	thymus_fetal	ChIP-Seq_input	0.346622884273529	0.635472178459167	0.661629259586334
GSM1036259	CD3_primary_cells	Digital_genomic_footprinting	-0.207482665777206	0.249899327754974	0.32638081908226
GSM1036260	large_intestine_fetal	Digital_genomic_footprinting	0.0923129990696907	0.507029294967651	0.563441753387451
GSM1036372	CD56_primary_cells	Digital_genomic_footprinting	-0.314312428236008	0.123517632484436	0.198975637555122
GSM1036373	CD8_primary_cells	Digital_genomic_footprinting	-0.385305225849152	0.0395644716918468	0.116467505693436
GSM1036374	CD4_primary_cells	Digital_genomic_footprinting	-0.366772651672363	0.0818916037678719	0.164105907082558
GSM1058764	CD3_primary_cells	H3K27ac	0.216247603297234	0.56126594543457	0.588195562362671
GSM1058765	large_intestine_fetal	H3K27ac	0.0920802131295204	0.422402650117874	0.437961310148239
GSM1058766	small_intestine_fetal	H3K27ac	0.115557670593262	0.45803889632225	0.474443972110748
GSM1058767	muscle_fetal	H3K27ac	0.0912931933999062	0.450572967529297	0.48247891664505
GSM1058768	large_intestine_fetal	H3K27me3	0.0267542041838169	0.411329030990601	0.464981824159622
GSM1058769	small_intestine_fetal	H3K27me3	-0.257765054702759	0.175187304615974	0.258686542510986
GSM1058770	muscle_fetal	H3K27me3	-0.548180043697357	-0.149391978979111	-0.0254014860838652
GSM1058771	large_intestine_fetal	H3K36me3	-0.288366556167603	0.136899024248123	0.205122828483582
GSM1058772	small_intestine_fetal	H3K36me3	-0.517696261405945	-0.0912135243415833	0.00161509215831757
GSM1058773	muscle_fetal	H3K36me3	-0.395733654499054	0.0550220645964146	0.14698001742363
GSM1058774	CD3_primary_cells	H3K36me3	-0.316396564245224	0.0738978534936905	0.143451720476151
GSM1058775	large_intestine_fetal	H3K4me1	-0.0760931894183159	0.329846352338791	0.375944316387177
GSM1058776	small_intestine_fetal	H3K4me1	-0.111986301839352	0.306603640317917	0.357852160930634
GSM1058777	muscle_fetal	H3K4me1	-0.48471811413765	-0.0374652110040188	0.0646937191486359
GSM1058778	CD3_primary_cells	H3K4me1	-0.5523761510849	-0.148336306214333	-0.0535835288465023
GSM1058779	large_intestine_fetal	H3K4me3	0.307316303253174	0.574580252170563	0.564780175685883
GSM1058780	small_intestine_fetal	H3K4me3	0.0749406442046165	0.454488933086395	0.490520060062408
GSM1058781	muscle_fetal	H3K4me3	0.317220389842987	0.618059813976288	0.640285611152649
GSM1058782	CD3_primary_cells	H3K4me3	0.0842812582850456	0.474022030830383	0.519830882549286
GSM1058783	CD3_primary_cells	H3K9me3	0.651774764060974	0.584927558898926	0.529333055019379
GSM1058784	CD19_primary_cells	H3K9me3	0.569573998451233	0.667840540409088	0.657923996448517
GSM1058785	muscle_fetal	H3K9me3	0.406898438930511	0.573988616466522	0.596490085124969
GSM1058786	large_intestine_fetal	ChIP-Seq_input	0.183861374855042	0.558337867259979	0.598766326904297
GSM1058787	small_intestine_fetal	ChIP-Seq_input	0.249964639544487	0.601803302764893	0.632386207580566
GSM1058788	muscle_fetal	ChIP-Seq_input	0.397149652242661	0.654922723770142	0.669020593166351
GSM1058789	CD3_primary_cells	ChIP-Seq_input	0.267852187156677	0.617691695690155	0.655793786048889
GSM1059437	lung	H3K36me3	-0.424142748117447	0.0309368297457695	0.125309899449348
GSM1059438	heart_right_ventricle	H3K36me3	-0.4384745657444	0.00964807439595461	0.100567281246185
GSM1059439	adrenal_gland	H3K36me3	-0.515461146831512	-0.0680617690086365	0.0401632785797119
GSM1059440	heart_aorta	H3K36me3	-0.38415116071701	0.0838124230504036	0.191027820110321
GSM1059441	bladder	H3K36me3	-0.426325470209122	0.0371903516352177	0.133228570222855
GSM1059442	liver	H3K36me3	-0.478790163993835	-0.0334063470363617	0.0618310756981373
GSM1059443	lung	H3K4me1	-0.421871811151505	0.0365431904792786	0.132041230797768
GSM1059444	psoas_muscle	H3K4me1	-0.470217674970627	-0.0188214182853699	0.0767524093389511
GSM1059445	heart_right_ventricle	H3K4me1	-0.377014636993408	0.0771393030881882	0.162904873490334
GSM1059446	thymus	H3K4me1	-0.469247251749039	-0.0199686121195555	0.080283597111702
GSM1059447	adrenal_gland	H3K4me1	-0.496899425983429	-0.044843640178442	0.0624025464057922
GSM1059448	heart_aorta	H3K4me1	-0.284620583057404	0.176031708717346	0.276445835828781
GSM1059449	adrenal_gland	H3K4me1	-0.480072498321533	-0.0341375283896923	0.0694718733429909
GSM1059450	bladder	H3K4me1	-0.434148758649826	0.0233064573258162	0.115825265645981
GSM1059451	liver	H3K4me1	-0.440949290990829	0.0176653508096933	0.113747492432594
GSM1059456	sigmoid_colon	ChIP-Seq_input	0.0736075863242149	0.505401074886322	0.565943002700806
GSM1059457	bladder	ChIP-Seq_input	0.124552182853222	0.516209363937378	0.562367975711823
GSM1059458	liver	ChIP-Seq_input	-0.224301561713219	0.244494199752808	0.339264631271362
GSM1067793	bladder	mRNA-Seq	-0.48487600684166	-0.177980199456215	-0.113868840038776
GSM1067795	liver	mRNA-Seq	-0.466014087200165	-0.17959363758564	-0.1180085465312
GSM1101661	muscle_fetal	mRNA-Seq	-0.443093627691269	-0.152127802371979	-0.0946913436055183
GSM1101662	ovary_fetal	mRNA-Seq	-0.455629348754883	-0.146843880414963	-0.0893038138747215
GSM1101663	muscle_fetal	mRNA-Seq	-0.448808014392853	-0.153388440608978	-0.0951899364590645
GSM1101664	muscle_fetal	mRNA-Seq	-0.447587221860886	-0.156906113028526	-0.100517086684704
GSM1101665	fibroblasts_skin	mRNA-Seq	-0.452203631401062	-0.168717056512833	-0.113619834184647
GSM1101666	fibroblasts_skin	mRNA-Seq	-0.445521384477615	-0.162717148661613	-0.107980132102966
GSM1101667	fibroblasts_skin	mRNA-Seq	-0.45231756567955	-0.164766728878021	-0.108800068497658
GSM1101668	fibroblasts_skin	mRNA-Seq	-0.450163930654526	-0.162966668605804	-0.107034370303154
GSM1101669	muscle_fetal	mRNA-Seq	-0.444619864225388	-0.150244906544685	-0.0934278890490532
GSM1101670	muscle_fetal	mRNA-Seq	-0.442350387573242	-0.148463308811188	-0.0907480046153069
GSM1101671	muscle_fetal	mRNA-Seq	-0.439675539731979	-0.144713222980499	-0.0880000665783882
GSM1101672	muscle_fetal	mRNA-Seq	-0.436848193407059	-0.14399254322052	-0.0873995274305344
GSM1101673	muscle_fetal	mRNA-Seq	-0.437668085098267	-0.143214792013168	-0.0853251442313194
GSM1101674	muscle_fetal	mRNA-Seq	-0.433319270610809	-0.145173907279968	-0.0881714001297951
GSM1101675	muscle_fetal	mRNA-Seq	-0.431274086236954	-0.1424440741539	-0.0860135555267334
GSM1101676	muscle_fetal	mRNA-Seq	-0.43977415561676	-0.143845677375793	-0.0874143540859222
GSM1101677	muscle_fetal	mRNA-Seq	-0.447286039590836	-0.138873666524887	-0.0810328125953674
GSM1101678	muscle_fetal	mRNA-Seq	-0.446294367313385	-0.150543317198753	-0.0921595767140388
GSM1101679	spinal_cord_fetal	mRNA-Seq	-0.448404639959335	-0.147989839315414	-0.0904647335410118
GSM1101680	fibroblasts_skin	mRNA-Seq	-0.450590670108795	-0.166818797588348	-0.110258489847183
GSM1101681	fibroblasts_skin	mRNA-Seq	-0.448133945465088	-0.166943579912186	-0.110775396227837
GSM1101682	muscle_fetal	mRNA-Seq	-0.442676723003387	-0.14860500395298	-0.0919021368026733
GSM1101683	lung_fetal	mRNA-Seq	-0.45153620839119	-0.137804925441742	-0.0742077305912971
GSM1101684	lung_fetal	mRNA-Seq	-0.457984954118729	-0.149679705500603	-0.0885092318058014
GSM1101685	lung_fetal	mRNA-Seq	-0.455921769142151	-0.137870356440544	-0.0751842111349106
GSM1101686	skeletal_muscle	mRNA-Seq	-0.443029642105103	-0.144680768251419	-0.0857562273740768
GSM1101687	lung_fetal	mRNA-Seq	-0.44096776843071	-0.126156568527222	-0.0641855448484421
GSM1101688	muscle_fetal	mRNA-Seq	-0.451086461544037	-0.154287129640579	-0.096776194870472
GSM1101689	muscle_fetal	mRNA-Seq	-0.429771363735199	-0.133313775062561	-0.0752711370587349
GSM1101690	muscle_fetal	mRNA-Seq	-0.418091684579849	-0.1269461363554	-0.0721644908189774
GSM1101691	lung_fetal	mRNA-Seq	-0.431060314178467	-0.121115133166313	-0.0603035166859627
GSM1101692	lung_fetal	mRNA-Seq	-0.44525346159935	-0.137159511446953	-0.0755433440208435
GSM1101693	lung_fetal	mRNA-Seq	-0.451422333717346	-0.142337411642075	-0.0803721770644188
GSM1101694	muscle_fetal	mRNA-Seq	-0.420830994844437	-0.128925129771233	-0.0726928114891052
GSM1101695	muscle_fetal	mRNA-Seq	-0.436898946762085	-0.140057370066643	-0.0808501392602921
GSM1101696	muscle_fetal	mRNA-Seq	-0.430596679449081	-0.138821929693222	-0.0810014083981514
GSM1101697	skeletal_muscle	mRNA-Seq	-0.443718612194061	-0.145211458206177	-0.0874428749084473
GSM1101698	muscle_fetal	mRNA-Seq	-0.440789520740509	-0.145316049456596	-0.0867617353796959
GSM1101699	lung_fetal	mRNA-Seq	-0.443124115467072	-0.138341292738914	-0.0771540850400925
GSM1101700	muscle_fetal	mRNA-Seq	-0.425145715475082	-0.137679412961006	-0.0804843083024025
GSM1101701	muscle_fetal	mRNA-Seq	-0.459268569946289	-0.153639480471611	-0.0918654724955559
GSM1101702	muscle_fetal	mRNA-Seq	-0.457331508398056	-0.154073342680931	-0.0935117676854134
GSM1101703	muscle_fetal	mRNA-Seq	-0.444177567958832	-0.14779469370842	-0.0885072574019432
GSM1101704	muscle_fetal	mRNA-Seq	-0.4324551820755	-0.141320779919624	-0.0835605934262276
GSM1101705	muscle_fetal	mRNA-Seq	-0.440889716148376	-0.14786097407341	-0.0897130519151688
GSM1101706	muscle_fetal	mRNA-Seq	-0.429965704679489	-0.125034421682358	-0.0660700649023056
GSM1101707	lung_fetal	mRNA-Seq	-0.43239763379097	-0.133060321211815	-0.0724793151021004
GSM1101708	lung_fetal	mRNA-Seq	-0.444709718227386	-0.138770177960396	-0.077131099998951
GSM1101709	lung_fetal	mRNA-Seq	-0.438479870557785	-0.134419813752174	-0.0736336782574654
GSM1101710	muscle_fetal	mRNA-Seq	-0.43958044052124	-0.143467411398888	-0.0836712792515755
GSM1101711	spinal_cord_fetal	mRNA-Seq	-0.480583727359772	-0.160509511828423	-0.0990407094359398
GSM1102781	CD8_primary_cells	H3K27ac	0.208414033055305	0.552544832229614	0.578407108783722
GSM1102782	CD14_primary_cells	H3K27ac	-0.521887063980103	-0.106182463467121	-0.0109532568603754
GSM1102783	stomach_fetal	H3K27ac	-0.446024358272552	0.0074182846583426	0.106097154319286
GSM1102784	placenta	H3K27ac	-0.311297059059143	0.135660946369171	0.233605369925499
GSM1102785	CD14_primary_cells	H3K27me3	-0.153030052781105	0.211010441184044	0.286792933940887
GSM1102786	stomach_fetal	H3K27me3	-0.578016936779022	-0.197767525911331	-0.0845965817570686
GSM1102787	CD3_primary_cells	H3K27me3	-0.563375413417816	-0.144900932908058	-0.030665397644043
GSM1102788	CD14_primary_cells	H3K36me3	-0.340192466974258	0.0187655873596668	0.0805196836590767
GSM1102789	stomach_fetal	H3K36me3	-0.554954171180725	-0.12358883023262	-0.0234582759439945
GSM1102790	CD4_primary_cells	H3K36me3	-0.198367908596992	0.18874891102314	0.247631341218948
GSM1102791	CD8_primary_cells	H3K36me3	0.130657434463501	0.502645075321198	0.535063922405243
GSM1102792	placenta	H3K36me3	-0.319193601608276	0.0990473628044128	0.17479644715786
GSM1102793	CD14_primary_cells	H3K4me1	-0.446162760257721	-0.0471879541873932	0.0394799262285233
GSM1102794	stomach_fetal	H3K4me1	-0.21822065114975	0.235932618379593	0.317808359861374
GSM1102795	placenta	H3K4me1	-0.524892210960388	-0.0808351039886475	0.0292078778147697
GSM1102796	adrenal_gland_fetal	H3K4me1	-0.37404453754425	0.0817492604255676	0.166388526558876
GSM1102797	CD14_primary_cells	H3K4me3	0.207718372344971	0.536983489990234	0.561424136161804
GSM1102798	CD4_primary_cells	H3K4me3	0.304393351078033	0.60248064994812	0.612593829631805
GSM1102799	CD8_primary_cells	H3K4me3	0.260566979646683	0.566859006881714	0.578484296798706
GSM1102800	stomach_fetal	H3K4me3	0.217190161347389	0.55698162317276	0.599780917167664
GSM1102801	CD14_primary_cells	H3K9me3	-0.295261800289154	0.0437621213495731	0.140863969922066
GSM1102802	small_intestine_fetal	H3K9me3	-0.248658239841461	0.173893943428993	0.27498334646225
GSM1102803	CD8_primary_cells	H3K9me3	0.441131770610809	0.598976671695709	0.601374447345734
GSM1102804	stomach_fetal	H3K9me3	-0.44897922873497	-0.0654349699616432	0.0540704391896725
GSM1102805	CD4_primary_cells	ChIP-Seq_input	0.366560280323029	0.676854312419891	0.702441036701202
GSM1102806	CD8_primary_cells	ChIP-Seq_input	0.362661600112915	0.678058624267578	0.704413115978241
GSM1102807	CD14_primary_cells	ChIP-Seq_input	-0.13815076649189	0.297274887561798	0.380948573350906
GSM1102808	stomach_fetal	ChIP-Seq_input	0.341408729553223	0.626670122146606	0.651986300945282
GSM1102809	muscle_fetal	ChIP-Seq_input	0.168815270066261	0.532997190952301	0.587588012218475
GSM1112774	HUES6_cell_line	H3K27ac	0.155051529407501	0.527675747871399	0.5625039935112
GSM1112775	HUES64_cell_line	H3K27ac	0.204274788498878	0.564547836780548	0.590624272823334
GSM1112776	HUES6_cell_line	H3K27ac	0.0864437967538834	0.478968322277069	0.52608048915863
GSM1112777	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	0.196778446435928	0.547807812690735	0.595353007316589
GSM1112778	brain_substantia_nigra	H3K27ac	-0.285620748996735	0.170293629169464	0.244895592331886
GSM1112779	colonic_mucosa	H3K27ac	-0.355893850326538	0.0463188663125038	0.135934859514236
GSM1112780	colon_smooth_muscle	H3K27ac	-0.316175907850266	0.080595463514328	0.156767517328262
GSM1112781	CD4+_CD25-_Th_primary_cells	ChIP-Seq_input	0.147246792912483	0.539456725120544	0.601385593414307
GSM1112782	CD4+_CD25-_CD45RA+_naive_primary_cells	ChIP-Seq_input	0.21701668202877	0.591936469078064	0.647193789482117
GSM1112783	stomach_smooth_muscle	H3K27me3	0.0734777450561523	0.434710502624512	0.492537707090378
GSM1112784	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	ChIP-Seq_input	0.154444590210915	0.54595959186554	0.607149600982666
